source_feed,title,summary,published,matched_tickers,fetched_utc
https://feeds.finance.yahoo.com/rss/2.0/headline?s=%5ENDX&region=US&lang=en-US,"Apple CEO Tim Cook Could Buy 92,984 iPhone 17s With His 2025 Compensation","Apple Inc. (NASDAQ:AAPL) CEO Tim Cook was one of the highest-paid executives in 2024. The CEO saw a slight dip in his 2025 compensation, but still took home an impressive pay package despite Apple stock trailing several leading market indexes for the year. Tim Cook's 2025 Salary and Pay Compensation Cook, who has been CEO of Apple since 2011 when he took over for co-founder Steve Jobs, has helped usher Apple into a new era of growth and taken Apple stock to new milestones. A new filing from Appl","Mon, 12 Jan 2026 02:31:08 +0000",AAPL,2026-01-12T02:57:18.509178+00:00
https://feeds.finance.yahoo.com/rss/2.0/headline?s=%5ENDX&region=US&lang=en-US,The Surprising Stock About to Join the Nasdaq 100,The Nasdaq 100 is an index most often associated with technology stocks like Nvidia (NASDAQ:NVDA) and Apple (NASDAQ:AAPL) due to its historical focus on innovation and high-growth companies. While it is not a “pure” technology index — there is a separate Nasdaq 100 index devoted exclusively to tech stocks — its heavy tilt towards tech-driven ... The Surprising Stock About to Join the Nasdaq 100,"Sun, 11 Jan 2026 13:58:58 +0000","AAPL,NVDA",2026-01-12T02:57:18.509465+00:00
